ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,DEFAULT_PAYMENT_NEXT_MONTH
1640,500000,2,2,1,49,0,-1,-1,0,6,0,99040,401474,241798,278723,556690,385242,6141,70919,18957,33231,173276,16726,0
1641,150000,2,5,2,30,-1,0,0,-1,-1,2,183936,-4067,109900,67312,98090,50086,6529,0,46980,19134,3251,21313,1
1642,300000,2,3,1,32,2,-2,0,1,3,-1,281760,266819,50281,326056,307185,95623,81351,43697,20214,86510,110425,20191,1
1643,150000,2,2,1,33,0,4,-2,2,-2,3,124090,22206,36173,133694,13428,4987,48763,10092,5928,16857,4007,1441,0
1644,200000,2,2,2,21,-1,1,0,-1,-1,3,192024,197961,143660,188327,17951,90154,17095,95965,53303,51688,5672,5188,1
1645,30000,1,2,1,21,0,0,2,-1,4,0,26046,12648,15359,2899,8669,10518,7285,2415,6342,338,3353,1268,1
1646,250000,1,6,1,39,0,2,3,-1,-1,0,179764,40256,62107,131247,268483,158361,47848,14347,12532,15099,48095,34863,1
1647,30000,1,3,1,43,-1,3,2,2,-2,-1,11065,29705,13481,2797,13968,10853,2766,12905,861,47,5314,2606,1
1648,300000,2,1,2,40,2,0,4,1,2,5,11943,158133,286593,38443,148135,124109,840,76100,14723,15173,15579,24717,1
1649,250000,1,4,2,23,-1,-1,0,0,2,0,123518,59256,171613,171371,68168,153674,4274,7579,62993,78562,24323,21110,1
1650,200000,2,3,2,39,0,0,-1,-1,0,0,120417,150122,190349,185526,155791,173153,5636,1007,4585,64327,52612,32702,0
1651,20000,1,1,2,26,0,-1,0,0,3,0,6603,21017,1781,15641,5282,-1598,2971,10191,516,7731,1608,0,1
1652,80000,2,3,1,38,1,0,0,0,-1,0,43565,59721,6027,89734,46010,54648,3376,15252,2268,18341,15722,19272,0
1653,50000,1,3,2,45,-1,2,-1,0,0,-1,18007,8578,13877,35971,23384,41224,1316,1716,3269,12312,4368,16523,0
1654,80000,1,2,2,38,0,-1,1,-1,0,0,33305,-6576,6964,73501,15651,51874,2340,0,3092,34256,1836,7717,0
1655,30000,2,3,2,48,-2,1,0,-2,4,-1,40025,32335,8422,30491,11112,23070,7898,10394,4179,6141,352,5105,1
1656,500000,2,1,1,33,1,3,1,1,2,0,348123,7355,365132,547585,264559,504040,58012,3001,141639,140119,111408,26073,1
1657,150000,2,2,1,33,-1,1,-1,-1,-1,0,60739,58920,62326,77362,173250,96983,318,8054,22177,28093,66744,37051,0
1658,80000,2,1,1,35,0,0,2,0,-1,-1,29027,37147,16055,43986,14834,36088,6564,15858,4694,16578,3974,690,0
1659,100000,1,5,1,22,0,0,-1,-1,0,-1,90418,32851,95,86779,-4714,61372,30726,8361,30,26745,0,6339,1
1660,100000,1,3,1,31,-1,1,0,-1,2,0,77583,47864,43225,99043,71865,7668,14843,14247,15976,82,27460,1400,0
1661,200000,2,2,1,32,-1,-2,-1,-1,-1,0,204698,181364,222510,84580,69461,-1175,68364,34818,48915,27128,25023,0,0
1662,120000,2,2,1,32,-1,0,0,-1,-2,-1,93763,122646,88791,33058,36426,70749,12969,10419,39640,8469,17208,31844,0
1663,360000,2,2,1,37,2,0,-1,0,-1,0,398625,50143,338737,148995,232500,266150,130878,3579,162446,12792,107789,9735,0
1664,120000,2,3,2,21,0,-1,-1,1,0,-1,60893,119464,92545,125780,41418,27467,11376,42210,22845,42061,8940,10775,0
1665,1000000,2,1,2,24,2,1,2,-1,-1,-1,1010993,154160,845678,532973,441587,216876,145321,29741,244757,144739,67296,776,1
1666,300000,1,3,1,45,-2,-1,2,-1,-2,-1,69049,289683,199007,192508,323003,335908,15992,101329,30509,92523,151340,160197,1
1667,50000,2,4,2,21,-2,2,1,1,0,0,38304,12752,25529,37579,2270,-5,16519,3814,1563,11330,1051,0,1
1668,500000,2,3,2,40,3,0,-1,-1,0,-1,219712,44844,314093,12534,587057,82064,46527,9647,107105,2928,249679,12116,0
1669,30000,2,2,2,31,0,0,0,2,0,-1,14529,22195,18973,37518,16203,8091,3651,9341,2494,15349,7822,1868,0
1670,300000,1,2,3,36,1,0,-1,3,0,0,254856,230092,229515,299950,128151,112490,49386,7352,88407,16804,20665,22219,1
1671,100000,1,2,1,49,2,-1,0,2,0,0,63823,43730,99197,104331,47841,100857,14138,3015,29379,39839,20564,21355,0
1672,360000,1,3,2,33,5,0,-1,-1,-2,-1,315859,61029,266750,334284,83646,338027,126933,5390,112671,64220,1499,43187,1
1673,300000,1,3,2,40,-1,0,-1,-1,-1,3,5136,11143,70889,27546,19432,137021,2081,2795,18940,4071,2841,25924,1
1674,300000,2,3,1,35,-1,-2,0,1,0,-1,139436,258627,96450,291469,105721,255666,63887,17281,44669,22706,22861,86714,0
1675,250000,1,2,3,34,-1,-1,-1,0,0,-1,294877,282279,202527,214952,204524,287380,93425,118111,70642,34329,79797,84355,0
1676,80000,1,3,2,32,1,1,0,-1,-1,2,71698,87224,8212,79080,20258,84295,17,3766,2470,7347,3549,2834,0
1677,30000,1,1,1,41,-1,0,-1,-1,-1,0,19660,15192,20208,3358,781,23292,7896,5538,296,1379,0,6425,0
1678,100000,2,2,2,28,0,0,0,0,-2,0,80697,43407,70621,64927,24780,82739,39248,20391,20636,3189,9266,23201,0
1679,50000,2,3,1,24,2,-1,-1,2,1,1,-5259,6246,9049,31763,69398,18031,0,2746,3013,15197,19900,1780,1
1680,200000,1,1,2,35,0,0,0,0,2,1,65143,82134,76914,80448,190688,59405,21791,904,20213,16974,81945,3949,0
1681,80000,1,3,1,36,-1,1,-1,0,-1,1,92005,86196,21035,91692,14508,25784,12521,25313,6878,36540,1913,231,1
1682,800000,1,3,1,21,0,0,-1,0,0,-1,475077,694082,708592,883711,396605,63722,81534,97743,122393,164188,34631,1510,0
1683,200000,2,3,2,34,-1,-1,-1,1,-1,0,229247,221261,209842,17790,65786,114378,68817,9661,84925,606,15274,39909,0
1684,300000,1,1,1,23,0,-1,1,2,2,0,91844,62713,288559,161610,145197,105437,36770,9361,1371,46352,32745,32679,0
1685,30000,2,2,1,40,-1,0,-1,-1,2,-1,33756,6865,17301,18137,2382,27124,8862,1435,3463,7200,402,363,1
1686,300000,2,2,1,21,-2,0,-1,5,-1,6,14074,217462,81625,40187,185366,244977,1200,33692,5784,7033,77134,37310,1
1687,500000,1,2,1,52,1,-1,0,-1,1,1,13594,419876,358609,581793,604021,300238,5825,170202,91410,176980,171034,41498,1
1688,120000,2,5,2,31,4,0,-1,-1,0,2,22953,50300,41741,103270,92911,-536,11021,14996,11154,18557,36549,0,0
1689,200000,1,3,1,27,4,0,-1,0,0,-1,57928,140222,13060,102033,96986,149205,22695,23995,2804,21279,11897,39307,1
1690,250000,2,2,2,32,-1,-1,0,-1,0,-2,3403,231210,135189,29666,150764,91921,1498,79444,45050,9133,40126,41213,0
1691,50000,1,4,1,40,1,-1,-1,-1,-1,-2,19285,41184,34393,33554,11078,10387,382,20192,8669,14196,4598,921,1
1692,120000,2,3,1,43,0,0,0,4,1,2,116463,30159,134114,21137,39161,35504,26398,1607,62521,5013,12711,16986,1
1693,100000,2,2,1,32,1,0,-2,-1,-1,0,109492,67401,54864,87386,113533,31685,8627,2129,13517,17885,54389,11891,0
1694,30000,2,2,2,22,1,0,-1,5,-1,-1,9345,26816,-1140,13268,13391,18472,2904,5293,0,218,5941,2216,1
1695,80000,1,2,1,24,5,0,0,0,5,1,38690,59315,57133,42077,25021,49308,13893,26499,17281,19067,5061,14133,1
1696,20000,1,5,2,37,-1,0,0,3,0,0,10141,11208,6333,1879,11530,-1639,2112,4853,3138,874,3103,0,1
1697,20000,2,2,1,43,1,1,-1,2,1,0,16656,20013,12079,2849,22133,17123,6053,3068,5749,1232,9845,3074,1
1698,30000,2,3,2,45,0,1,0,0,-1,1,390,15823,21147,39889,11865,14374,181,3002,9813,9773,2097,4803,0
1699,800000,2,2,1,36,-1,1,0,0,1,0,871974,818882,94807,941430,166518,139119,384908,291517,43525,49055,31270,8598,0
1700,150000,1,3,2,43,-1,0,0,6,0,-1,83105,50622,100527,170408,113591,53820,16057,1880,421,58025,30086,9900,1
1701,800000,1,1,1,52,-1,6,-1,0,0,2,426415,92903,272378,409719,844327,149207,111397,19484,39232,98698,208781,72361,1
1702,100000,2,6,1,45,2,-2,5,-1,4,2,4308,21386,17410,54146,82849,110268,703,7191,708,17342,20093,22930,1
1703,80000,1,4,1,43,2,-1,0,6,2,-1,49415,67640,9647,14493,79144,26560,851,21794,1028,1011,32660,966,1
1704,120000,1,2,1,27,0,1,-1,-1,-1,-1,82714,45375,124928,55772,83419,116756,20634,8208,37190,7718,17214,5939,0
1705,100000,1,3,2,43,0,1,-1,-1,3,1,57020,40909,100232,16881,58897,57732,16534,7977,8421,2014,467,1778,0
1706,30000,2,3,3,39,-1,1,1,0,-1,4,41491,9104,34781,34620,13878,33051,2202,3060,7905,6863,6539,10172,1
1707,200000,2,4,1,40,1,2,-1,0,-2,1,27780,18719,17384,38331,161302,192373,7600,7297,2049,6501,7325,21295,1
1708,50000,2,2,2,46,-2,0,-1,-1,0,-1,9685,55352,58713,28828,54936,50014,4583,5829,22814,1945,5577,3410,1
1709,200000,1,2,1,38,0,3,-2,0,1,0,89562,81607,230076,161087,148095,160651,40597,8160,94195,8232,11949,68919,0
1710,200000,2,3,1,34,2,-1,0,-1,-1,1,148215,152942,174950,97459,96981,157930,55103,41875,78891,44399,28504,3070,0
1711,50000,2,3,1,25,0,3,0,0,-1,0,16779,38001,52756,47777,34122,62626,4255,11409,3179,16589,1639,18600,1
1712,20000,1,2,2,32,0,0,0,0,1,0,25983,10972,19983,2404,12476,7244,8965,1810,2961,916,5435,3448,1
1713,250000,2,3,1,36,-1,-1,0,0,5,-2,64634,259589,215794,271325,78982,275721,390,43738,101221,86526,4890,21743,0
1714,120000,2,1,2,37,-1,0,1,2,0,-1,33916,107480,52038,28770,12181,35207,204,20647,23254,11965,3733,9318,0
1715,20000,1,3,1,37,0,-1,-1,1,4,1,19355,7146,15346,11551,15565,-2560,2601,3225,7383,2776,2340,0,1
1716,1000000,2,2,1,43,-2,-1,0,0,1,-1,561435,983586,891912,664951,1117983,1055797,270612,115226,119309,267626,412394,347537,0
1717,20000,1,2,1,42,-1,-1,2,0,-1,4,10878,8744,3854,18167,8962,24028,2798,2295,816,5465,136,8615,1
1718,200000,2,2,1,34,-1,-2,-1,1,-1,-1,82026,83120,111723,152286,135687,103072,10309,19921,49605,59722,37521,10905,0
1719,1000000,1,2,1,27,0,1,0,0,1,-1,453021,1187626,1191222,324587,594373,1168963,123575,509919,476547,117625,194407,581019,0
1720,50000,1,2,1,38,-1,0,0,0,0,-1,4958,14057,43956,46355,35911,20950,591,3488,21438,19211,6828,9716,0
1721,30000,1,2,1,55,0,4,1,0,1,-1,33067,39220,22135,3859,12836,26021,14558,364,4485,1895,1209,2979,1
1722,30000,2,2,2,37,0,0,-1,0,0,-1,28762,25725,8828,17039,22788,17206,1849,194,2614,6960,182,247,1
1723,80000,2,2,1,32,-1,1,0,5,0,0,57905,74273,40404,99573,54254,67303,3700,5134,11485,1726,3134,25857,1
1724,30000,2,3,2,39,-1,4,-1,-2,3,2,3772,39837,-4327,23340,7367,38022,357,2376,0,5570,1390,520,1
1725,200000,2,2,1,40,1,-2,-1,0,1,3,59513,204313,178275,82971,144742,48011,21944,34879,13803,19169,24293,12518,1
1726,20000,2,2,2,40,0,-1,4,3,-2,0,8396,22001,3689,1835,9039,9988,3505,5294,632,913,4211,128,1
1727,120000,1,3,1,47,-1,-1,0,2,0,0,86122,16111,101226,103341,48855,88263,1286,2934,21239,15586,3342,35833,0
1728,1000000,2,4,1,38,0,2,1,0,0,0,181489,458784,445874,785634,439582,342040,77720,94277,162759,270895,14355,13535,0
1729,300000,1,3,3,46,-1,1,1,0,-1,-1,163103,120651,21527,1586,360365,291882,4269,40704,7198,328,22450,117039,1
1730,200000,1,1,1,37,-1,-1,0,0,0,0,42778,10776,52304,148060,148513,48827,17022,428,9925,49341,14344,9652,0
1731,80000,2,3,2,48,0,-1,6,-1,0,-1,22027,6538,56014,47934,6413,85535,4246,3175,14549,5091,1904,26977,0
1732,200000,1,6,2,45,-1,1,1,0,0,-1,66088,168780,169546,142611,240074,179287,24471,42916,7867,43106,39614,58163,1
1733,150000,1,2,1,43,0,0,0,0,0,-1,38857,132645,122309,115265,80494,80016,2286,44495,47362,25595,18055,34984,0
1734,100000,2,5,2,42,-1,-2,-1,-1,0,1,33692,76571,72422,75685,3563,123716,14121,11277,17272,14956,375,31959,0
1735,30000,2,2,2,55,-1,1,-1,2,0,-1,12470,28767,10064,19879,13966,18951,3484,5338,4029,8193,5739,3319,1
1736,360000,2,2,2,44,-1,3,0,0,0,0,324499,259461,194751,84136,228011,299038,911,8342,54602,38893,1984,54535,1
1737,100000,2,2,3,27,-1,-2,-1,2,1,-1,118240,86226,3759,27147,98881,28620,40639,11451,60,4720,17966,615,1
1738,50000,2,3,2,37,2,-1,0,-1,1,0,41990,38980,19762,43842,40229,48976,19253,2812,3368,10085,7758,6188,1
1739,80000,2,2,1,32,-2,1,-2,0,0,1,28908,82294,65122,95268,66453,712,6082,7603,6357,23385,24487,24,0
1740,100000,1,2,2,53,6,0,1,-1,-1,-1,87994,37199,59216,62710,80468,30073,3141,16096,11114,20648,29306,335,1
1741,300000,1,1,1,46,3,5,0,0,-1,1,23115,286393,268887,66131,125513,133855,583,42338,94977,16782,60148,42163,1
1742,250000,2,2,1,53,0,2,0,0,-2,0,102797,144164,25953,162381,91340,137795,18852,64561,10724,33374,32634,1373,0
1743,250000,1,2,2,28,0,-1,-1,2,0,0,112884,284801,194481,26822,102027,126938,52838,93668,83194,10576,44766,17665,0
1744,10000,2,3,2,44,3,0,3,0,4,0,-1912,3427,3072,3874,9405,4756,0,667,673,1399,2593,967,1
1745,100000,2,2,1,22,-1,0,-1,0,1,-1,116911,128905,21238,12056,56767,60417,48217,25111,5080,2172,12035,18150,0
1746,120000,1,6,2,21,-1,-1,1,0,0,1,68884,15894,142202,5453,3923,80747,33549,7826,68070,1804,1511,27100,0
1747,10000,1,2,1,31,-1,-1,-1,-1,0,1,9292,15706,12520,7602,7291,4604,3854,3841,3903,2191,1767,2170,1
1748,50000,1,2,1,48,0,0,-1,2,0,0,15841,51744,36905,24035,35620,77841,1749,25607,16462,9638,12749,29330,0
1749,250000,1,2,2,26,-1,0,0,-1,0,0,289820,269063,159337,22671,49348,289050,11992,57149,20793,74,7755,31918,1
1750,30000,1,2,2,34,3,0,5,0,2,1,23202,33774,34590,27544,12150,39211,3443,3191,13256,6176,4469,14801,1
1751,150000,2,1,1,45,0,-1,0,0,-1,2,79249,17296,66888,143940,89705,110515,30499,2146,8519,21211,23199,50113,0
1752,50000,2,3,1,42,2,0,0,0,0,-1,45995,33426,11798,17743,40093,7961,10968,4397,3128,2710,3982,507,0
1753,10000,2,3,1,54,-1,-1,0,-1,-1,0,3973,14879,10331,2864,9097,14508,1395,16,757,808,3244,961,1
1754,50000,1,2,2,35,0,2,-1,0,-1,0,52431,12189,38192,19354,22348,53252,4738,3012,10637,1174,3394,10784,0
1755,800000,1,2,1,31,0,-1,0,-1,3,0,498201,630189,867914,702373,123283,360295,236971,41021,350957,34778,8652,152444,1
1756,300000,2,1,1,25,-1,2,-1,-1,0,1,154098,38323,165690,182835,301956,155799,48241,16741,45437,31832,139314,44065,1
1757,500000,2,3,2,31,2,-1,-1,0,1,0,364003,82199,309506,526438,462379,505112,114384,28039,81595,59869,185022,90829,1
1758,120000,2,3,1,25,0,0,0,0,2,0,103706,49728,107263,132264,58355,80995,50091,8055,24527,41873,2928,29219,0
1759,30000,2,1,1,21,-1,-1,-1,0,3,1,7006,10786,12660,11647,30435,-6135,383,2950,5708,4387,864,0,1
1760,150000,2,2,2,52,4,1,1,0,-1,3,68454,3920,17597,57189,103787,68458,18049,108,898,11159,45939,16534,1
1761,120000,2,5,2,35,0,1,-2,-1,0,0,23264,91188,41714,11815,40935,84071,10136,12177,19658,278,4088,13834,1
1762,300000,1,2,2,58,-1,1,-1,1,0,-1,340000,169914,310147,21763,34526,156735,54208,72729,97671,9400,14399,55759,1
1763,30000,2,2,1,27,-1,0,0,0,0,2,34550,14974,34391,19314,10681,-3372,2379,5084,11374,6000,2308,0,1
1764,120000,1,2,2,31,0,-1,2,1,-1,3,126256,27167,25573,39980,49979,60904,42769,13122,5990,8939,12817,23918,1
1765,50000,2,3,2,28,0,0,0,-1,1,0,35547,40044,58930,29322,41238,52161,11631,18562,18099,6752,3718,16449,1
1766,80000,2,5,1,29,0,3,-1,2,-1,0,74757,14218,26718,89335,76136,36577,1220,3628,8101,29839,37925,435,0
1767,250000,1,6,2,42,0,0,-1,-1,-1,-1,275112,89931,251065,240120,126058,185126,116918,41062,270,72109,310,81191,1
1768,120000,1,3,1,40,-1,3,-1,-1,0,-2,124306,12915,111506,59166,37466,9168,58546,1815,28297,8332,15656,603,1
1769,100000,1,2,2,42,-1,-1,-1,0,-1,-1,62586,90206,99405,15454,28600,24760,30664,27329,834,4973,3194,10145,0
1770,100000,1,2,2,47,0,1,-1,7,0,1,18465,119381,101653,83213,71356,27943,7971,15316,30150,2360,8211,2412,0
1771,120000,1,2,2,44,0,0,0,-1,-1,0,127105,39798,23209,67376,4043,93223,940,5387,4479,12136,1545,14401,0
1772,250000,1,6,1,25,-1,1,-1,1,1,0,240935,151270,182417,179956,297302,241298,89996,31303,54091,81647,45974,87084,1
1773,360000,1,3,2,30,-1,0,-1,-2,3,0,172220,193478,46764,166390,165697,147063,17060,12999,10264,19406,60086,2770,0
1774,500000,1,2,1,36,3,0,-1,-1,1,-1,281737,323989,58276,521131,306854,377389,96264,129230,5694,109229,46408,92132,0
1775,250000,2,1,2,68,2,0,0,-1,-1,1,304438,111861,205114,132564,186986,95173,51983,52228,79506,36305,30020,30552,0
1776,80000,1,2,2,41,0,3,-1,0,-1,-1,58649,10563,67818,85157,23390,8079,22885,2271,16496,17508,7505,3422,0
1777,200000,1,6,1,35,-1,0,-1,-1,0,-1,44731,57809,157516,99068,50237,37975,14738,15355,66664,43346,5040,1234,1
1778,100000,2,2,1,41,0,3,0,-1,2,0,23699,104182,2884,82988,26077,77591,74,27038,1114,7254,8645,35724,0
1779,50000,2,2,2,29,-2,-2,0,-1,0,2,5507,35712,2298,3041,53601,7017,1122,8675,584,493,1709,1070,1
1780,300000,2,1,2,37,0,-2,-1,0,-2,2,213898,32224,22872,207555,183219,282939,19008,8942,3186,43223,10936,1768,1
1781,20000,1,2,2,43,0,0,0,-1,-1,0,-1321,7126,11298,4205,27020,-1377,0,2124,2490,2016,9124,0,1
1782,360000,2,4,1,34,0,1,1,-1,-1,0,349236,167896,217885,296638,171634,24839,59137,65205,9140,121816,58347,573,0
1783,120000,2,6,2,28,-2,-1,0,-1,0,1,41055,88284,78235,113170,8775,90784,14547,34943,19327,27193,664,6997,0
1784,200000,2,4,1,34,0,0,-1,-1,-1,-1,81240,186087,131400,208684,128860,11961,9559,50129,45698,32309,15736,2802,1
1785,200000,2,3,2,32,1,0,-1,0,0,-1,183927,145550,87648,189341,242513,228128,11199,47186,12997,94384,109464,64347,1
1786,360000,2,3,2,22,0,-1,0,-1,3,0,43915,390302,227909,91172,360461,312269,2872,39440,85336,44991,134935,105205,1
1787,200000,2,3,2,29,0,-1,-1,0,-1,1,126563,184328,99618,121012,156526,148985,31997,76844,39623,33302,854,66882,1
1788,200000,2,2,1,22,-1,-1,-1,-1,1,-1,81350,111441,175302,59361,61501,157552,39598,18936,47073,15455,8088,9411,1
1789,20000,2,3,3,23,0,0,0,0,0,0,13745,17899,24050,-3512,8119,8399,2981,5041,2941,0,2568,1931,1
1790,120000,2,2,1,24,0,0,-1,1,0,-1,50832,24239,80726,132902,71995,70480,22906,11453,23487,47929,4497,5600,0
1791,50000,2,3,2,43,-1,-1,-1,-1,4,3,36879,13356,35661,52726,37730,27927,13451,4052,7607,13356,16182,10702,1
1792,250000,1,2,2,48,0,4,0,-2,0,2,200392,1948,237673,211942,-7930,198089,31892,379,35688,11657,0,23747,1
1793,120000,2,2,1,21,0,1,1,-1,-1,2,26486,106278,113766,97157,8142,9139,8572,32226,22499,26894,3921,3876,0
1794,200000,1,3,1,49,0,0,0,0,1,4,229231,217856,200307,101064,63483,39741,433,51277,17197,32392,4353,15574,1
1795,20000,2,4,1,24,-1,0,2,-1,-1,1,1547,3091,19505,16605,20986,6036,711,1273,2877,5101,3601,1031,1
1796,30000,2,2,2,41,-1,-1,-1,-1,2,-1,26433,9609,9791,29347,20567,27954,4611,2304,1788,4260,9664,1883,1
1797,200000,1,1,2,37,6,0,1,0,-1,0,71220,68457,187239,218146,77840,219502,19307,19011,10120,92832,21214,85251,0
1798,30000,2,4,2,40,0,3,0,-1,-1,-1,26665,730,27774,36916,26602,9515,3703,313,13750,6309,8242,2803,1
1799,30000,1,3,1,24,-1,2,1,0,4,-2,30740,7139,4786,14955,18154,3154,259,2521,2198,1217,1289,47,1
1800,10000,1,2,2,21,2,-1,-1,-1,2,-1,-8366,1072,2393,6818,-2890,2605,0,317,217,589,0,925,0
1801,500000,1,3,2,27,-1,-1,0,5,-1,1,483331,333680,53669,392769,416017,541748,88641,106747,26466,184135,49261,268950,1
1802,250000,1,2,1,38,0,4,1,-2,1,0,38512,207816,80713,244447,195005,47099,11015,42691,21922,90792,5790,9205,0
1803,80000,1,2,1,52,-1,-1,1,-2,-1,1,48186,30102,61639,70492,97242,-4065,6333,8950,11031,28861,14494,0,0
1804,80000,2,3,1,25,4,0,-1,0,-1,0,31110,35417,79703,10416,92588,99427,7952,4807,31074,3260,19248,26739,0
1805,80000,2,2,2,34,-1,-1,1,-1,-1,-2,33699,30459,93987,84656,70590,94063,14085,12160,18683,4396,12190,14668,1
1806,250000,1,2,2,28,0,1,0,1,-2,-1,42712,83352,246712,6961,79005,80173,11345,4362,67156,1304,18360,12562,1
1807,200000,2,1,2,34,0,-1,0,1,0,0,159252,81823,239277,143236,116182,169839,31833,38420,39562,5948,16031,45714,0
1808,50000,1,2,2,21,-2,0,4,0,-1,-1,14441,36911,1429,44789,41764,39157,1501,15082,447,15273,958,3662,0
1809,50000,1,2,1,48,-1,-1,-2,1,0,0,34270,44157,18789,99,30345,13840,8097,16543,8635,41,15070,1019,0
1810,30000,1,2,2,35,-1,-1,-1,0,0,0,3728,28098,3895,12832,23784,29462,1334,9973,1653,4323,10999,2993,1
1811,200000,2,1,1,43,5,0,-1,-1,0,-1,139321,33830,62484,1117,33851,125489,50665,15654,559,188,6398,43517,0
1812,250000,2,2,2,32,1,-2,3,2,-1,2,203930,287024,38734,146428,48537,73746,8360,18277,3272,9074,6128,10629,1
1813,50000,1,2,1,36,2,-1,-1,2,-1,0,5193,27519,55478,1701,57490,25109,939,554,8886,284,18808,1559,1
1814,20000,1,1,1,45,-1,-1,0,-1,0,2,18705,20139,3974,28454,14080,-2157,2774,1209,241,14092,6066,0,1
1815,30000,1,3,2,36,-1,-2,0,1,-1,0,23677,2174,16585,714,-6381,-5170,4076,883,22,267,0,0,1
1816,800000,2,3,1,36,0,4,-1,2,-1,0,133286,345643,114825,690022,410329,580531,41729,39624,14267,166364,152728,263385,1
1817,80000,2,1,2,27,0,0,-1,0,0,2,6820,68755,43542,30813,90403,7385,328,5379,18969,11504,43809,1924,1
1818,250000,1,3,3,30,0,2,-2,-1,0,0,55400,36205,85491,99671,24916,69412,27302,13974,37915,20533,3643,1755,0
1819,200000,2,6,2,25,1,-1,-1,-1,-1,0,87721,34758,162568,25163,152119,39464,6103,8822,77691,3981,15899,965,0
1820,100000,1,4,1,28,2,-2,1,5,1,0,52350,65966,111936,35785,94782,53182,17979,20574,38288,4686,30910,16004,0
1821,50000,2,1,1,46,-2,0,3,0,1,-1,-4287,25718,-2140,23304,55643,22610,0,1035,0,9045,14070,351,1
1822,30000,2,3,2,51,1,-2,2,0,5,0,33988,19543,-5496,14734,12169,2426,2229,5723,0,4247,2094,418,1
1823,200000,2,2,1,23,0,0,-1,2,0,-2,166517,45530,114953,127480,58933,76452,44638,7836,34092,62422,7139,17722,1
1824,250000,2,1,2,38,0,-1,0,-2,-2,0,43659,2674,21984,98450,106908,283218,15071,438,8584,21409,44112,12920,0
1825,200000,2,2,2,32,0,0,1,0,0,0,188878,-2107,36413,126239,93983,80141,63908,0,7927,27276,6001,12830,1
1826,150000,1,2,2,47,2,2,1,0,-2,0,53477,108937,117081,61540,81435,137726,6020,36118,27260,22416,7934,66525,0
1827,20000,1,2,2,36,0,3,-1,-2,3,0,4733,18435,24832,-37,3215,7131,1126,7484,2995,0,233,1916,1
1828,800000,2,3,1,34,-1,0,-1,0,-1,-1,70528,742174,438397,630175,328505,114858,16772,76627,161988,209380,109530,11732,1
1829,250000,1,3,2,28,0,0,3,2,2,-1,127014,102084,189844,261662,106574,156407,46973,45884,15985,100386,48518,58726,0
1830,80000,1,2,2,21,2,-2,0,-1,3,0,3992,-1247,82207,36817,98199,38389,655,0,35594,155,2798,4536,0
1831,800000,2,2,1,41,1,1,1,1,1,3,655286,484123,456207,588587,772906,760553,209522,82631,166696,272312,185593,146128,1
1832,200000,2,2,1,38,-1,3,0,4,-1,-1,83437,109994,243320,184287,103937,163580,34703,19064,95701,91827,36846,76806,1
1833,150000,2,2,2,38,0,0,-1,2,0,-1,50425,34660,5217,46678,180841,142896,9390,15891,965,1618,28171,40240,1
1834,250000,2,6,2,29,-1,1,0,0,-1,2,191609,293872,57240,201344,159994,67991,80041,111464,15666,41167,6216,11038,0
1835,300000,2,3,2,33,-1,1,0,2,1,-1,256391,49617,109940,172693,128360,349377,126068,3893,34264,8200,23164,81698,1
1836,200000,1,5,2,42,0,1,-1,1,-1,-1,142553,87295,164614,76875,11715,96293,30586,33633,75198,17272,4970,23467,1
1837,30000,2,3,2,43,0,1,-1,1,0,-1,20742,19255,-5223,16337,31864,11641,8894,6776,0,8095,7512,1068,1
1838,80000,2,2,2,24,-2,-1,-1,-1,0,-2,60233,33297,58716,27879,85007,60154,18836,16083,10786,2852,3025,28956,0
1839,500000,1,2,2,29,1,1,0,0,-2,0,571978,219855,296737,52447,262588,342912,213286,6267,96204,16112,4909,119424,1
1840,50000,1,2,1,22,1,-1,0,-1,0,-1,29631,52425,88,16198,56076,16951,13917,22863,13,6456,10383,6161,0
1841,100000,1,2,1,36,0,0,0,-1,-1,0,109082,45555,90933,22338,75752,106585,19300,12233,45190,11154,9764,48645,1
1842,100000,2,3,2,42,-1,-2,-1,0,0,0,106526,60519,48114,96096,74430,37715,47760,3258,11578,1989,3301,12199,0
1843,100000,2,2,2,32,-1,2,2,-1,-1,-1,18358,56069,99850,74184,15213,110441,5785,17372,37294,16663,4352,47766,0
1844,200000,2,2,1,29,-1,1,0,0,-1,0,163932,134083,9362,40912,13426,181475,50533,15338,1184,10604,1455,40408,1
1845,500000,2,3,2,31,-1,0,-1,4,0,-1,397991,224559,89212,348039,226979,235996,29198,101196,18802,80046,86690,88433,0
1846,50000,1,3,1,55,2,-1,-1,-1,0,2,55171,61847,32136,51032,43823,35915,2675,1262,11496,18171,9202,12643,1
1847,30000,2,2,1,45,0,1,0,2,-1,-1,2717,4550,36983,24241,8875,10346,1260,1045,16132,7738,2633,923,0
1848,50000,2,3,2,41,-1,2,-1,-1,0,0,23689,10248,56411,47273,55403,5569,4879,3670,21524,22714,20351,2457,1
